property_name,enhanced_predicted_price_band,borough,final_grade,final_evidence,final_status
Terraced,1m-1.5m,Enfield,B,High,Generally reliable
Terraced,1m-1.5m,Greenwich,B,High,Generally reliable
Terraced,1m-1.5m,Hackney,B,Low,Limited confidence
Terraced,1m-1.5m,Hammersmith_and_Fulham,C,Medium,Low confidence
Terraced,1m-1.5m,Haringey,C,Low,Low confidence
Terraced,1m-1.5m,Harrow,B,High,Generally reliable
Terraced,1m-1.5m,Havering,B,High,Generally reliable
Terraced,1m-1.5m,Hillingdon,B,High,Generally reliable
Terraced,1m-1.5m,Hounslow,B,Low,Limited confidence
Terraced,1m-1.5m,Islington,B,Medium,Generally reliable
Terraced,1m-1.5m,Kensington_and_Chelsea,B,High,Generally reliable
Terraced,1m-1.5m,Kingston_upon_Thames,B,High,Generally reliable
Terraced,1m-1.5m,Lambeth,B,Medium,Generally reliable
Terraced,1m-1.5m,Lewisham,B,High,Generally reliable
Terraced,1m-1.5m,Merton,B,Low,Limited confidence
Terraced,1m-1.5m,Newham,B,High,Generally reliable
Terraced,1m-1.5m,Redbridge,B,High,Generally reliable
Terraced,1m-1.5m,Richmond_upon_Thames,B,Medium,Generally reliable
Terraced,1m-1.5m,Southwark,B,Low,Limited confidence
Terraced,1m-1.5m,Tower_Hamlets,B,High,Generally reliable
Terraced,1m-1.5m,Waltham_Forest,B,High,Generally reliable
Terraced,1m-1.5m,Wandsworth,B,High,Generally reliable
Terraced,1m-1.5m,Westminster,B,High,Generally reliable
Terraced,1.5m-2m,Barnet,C,Medium,Low confidence
Terraced,1.5m-2m,Brent,C,Medium,Low confidence
Terraced,1.5m-2m,Bromley,C,Medium,Low confidence
Terraced,1.5m-2m,Camden,C,Medium,Low confidence
Terraced,1.5m-2m,Ealing,C,Medium,Low confidence
Terraced,1.5m-2m,Enfield,C,Medium,Low confidence
Terraced,1.5m-2m,Greenwich,C,Medium,Low confidence
Terraced,1.5m-2m,Hackney,C,Medium,Low confidence
Terraced,1.5m-2m,Hammersmith_and_Fulham,D,Medium,Very low confidence
Terraced,1.5m-2m,Haringey,C,Medium,Low confidence
Terraced,1.5m-2m,Harrow,C,Medium,Low confidence
Terraced,1.5m-2m,Hounslow,C,Medium,Low confidence
Terraced,1.5m-2m,Islington,C,Medium,Low confidence
Terraced,1.5m-2m,Kensington_and_Chelsea,C,Medium,Low confidence
Terraced,1.5m-2m,Kingston_upon_Thames,C,Medium,Low confidence
Terraced,1.5m-2m,Lambeth,C,Medium,Low confidence
Terraced,1.5m-2m,Lewisham,C,Medium,Low confidence
Terraced,1.5m-2m,Merton,C,Medium,Low confidence
Terraced,1.5m-2m,Richmond_upon_Thames,C,Low,Low confidence
Terraced,1.5m-2m,Southwark,C,Medium,Low confidence
Terraced,1.5m-2m,Tower_Hamlets,C,Medium,Low confidence
Terraced,1.5m-2m,Waltham_Forest,C,Medium,Low confidence
Terraced,1.5m-2m,Wandsworth,C,Medium,Low confidence
Terraced,1.5m-2m,Westminster,C,Medium,Low confidence
Terraced,2m-3m,Barnet,C,Medium,Low confidence
Terraced,2m-3m,Brent,C,Medium,Low confidence
Terraced,2m-3m,Bromley,C,Medium,Low confidence
Terraced,2m-3m,Camden,C,Medium,Low confidence
Terraced,2m-3m,Ealing,C,Medium,Low confidence
Terraced,2m-3m,Hackney,C,Medium,Low confidence
Terraced,2m-3m,Hammersmith_and_Fulham,D,Low,Very low confidence
Terraced,2m-3m,Haringey,C,Medium,Low confidence
Terraced,2m-3m,Hounslow,C,Medium,Low confidence
Terraced,2m-3m,Islington,C,Medium,Low confidence
Terraced,2m-3m,Kensington_and_Chelsea,D,Low,Very low confidence
Terraced,2m-3m,Lambeth,C,Medium,Low confidence
Terraced,2m-3m,Merton,C,Medium,Low confidence
Terraced,2m-3m,Richmond_upon_Thames,C,Medium,Low confidence
Terraced,2m-3m,Southwark,C,Medium,Low confidence
Terraced,2m-3m,Tower_Hamlets,C,Medium,Low confidence
Terraced,2m-3m,Wandsworth,C,Medium,Low confidence
Terraced,2m-3m,Westminster,C,Medium,Low confidence
Terraced,3m-5m,Barnet,C,Low,Low confidence
Terraced,3m-5m,Brent,C,Low,Low confidence
Terraced,3m-5m,Camden,C,Low,Low confidence
Terraced,3m-5m,Hackney,C,Low,Low confidence
Terraced,3m-5m,Hammersmith_and_Fulham,C,Low,Low confidence
Terraced,3m-5m,Haringey,C,Low,Low confidence
Terraced,3m-5m,Islington,C,Low,Low confidence
Terraced,3m-5m,Kensington_and_Chelsea,D,Low,Very low confidence
Terraced,3m-5m,Lambeth,C,Low,Low confidence
Terraced,3m-5m,Merton,C,Low,Low confidence
Terraced,3m-5m,Richmond_upon_Thames,C,Low,Low confidence
Terraced,3m-5m,Southwark,C,Low,Low confidence
Terraced,3m-5m,Tower_Hamlets,C,Low,Low confidence
Terraced,3m-5m,Wandsworth,C,Low,Low confidence
Terraced,3m-5m,Westminster,C,Low,Low confidence
Terraced,5m+,Camden,C,Low,Low confidence
Terraced,5m+,Hammersmith_and_Fulham,C,Low,Low confidence
Terraced,5m+,Kensington_and_Chelsea,D,Low,Very low confidence
Terraced,5m+,Westminster,C,Low,Low confidence
